pair_id, entrailment_judgment, relatedness_score
3119, CONTRADICTION, 2.938496
3120, ENTAILMENT, 4.785337
3124, ENTAILMENT, 3.9170203
3125, CONTRADICTION, 2.5528774
3127, ENTAILMENT, 4.824594
3128, NEUTRAL, 2.7455182
3131, NEUTRAL, 2.6684203
3133, NEUTRAL, 2.3746471
3135, NEUTRAL, 2.4259882
3136, ENTAILMENT, 4.2582235
3137, CONTRADICTION, 4.0764728
3138, ENTAILMENT, 4.833169
3139, ENTAILMENT, 4.5218935
3141, NEUTRAL, 3.8485732
3142, NEUTRAL, 2.7574425
3144, NEUTRAL, 2.8350778
3145, NEUTRAL, 3.401362
3146, NEUTRAL, 3.8105087
3147, ENTAILMENT, 4.434254
3148, NEUTRAL, 2.9826665
3149, ENTAILMENT, 4.676064
3151, NEUTRAL, 3.4985723
3152, NEUTRAL, 2.5110598
3154, NEUTRAL, 3.0307574
3155, NEUTRAL, 3.4939942
3159, CONTRADICTION, 2.9825568
3160, NEUTRAL, 3.1236372
3163, ENTAILMENT, 3.902886
3167, ENTAILMENT, 4.13819
3168, NEUTRAL, 2.4377308
3169, ENTAILMENT, 4.7993884
3171, ENTAILMENT, 4.5141354
3172, CONTRADICTION, 3.5636272
3173, ENTAILMENT, 4.25493
3175, ENTAILMENT, 4.543983
3176, ENTAILMENT, 4.416414
3177, NEUTRAL, 3.0729747
3178, ENTAILMENT, 4.32605
3179, CONTRADICTION, 3.3171935
3180, ENTAILMENT, 4.389921
3183, NEUTRAL, 2.7623634
3184, ENTAILMENT, 4.745528
3185, ENTAILMENT, 4.89133
3189, NEUTRAL, 2.1421618
3190, NEUTRAL, 0.471694
3191, NEUTRAL, 2.2633781
3193, NEUTRAL, 2.2882648
3194, ENTAILMENT, 4.8038287
3195, CONTRADICTION, 3.6495676
3196, ENTAILMENT, 4.8400164
3197, CONTRADICTION, 3.4777303
3198, ENTAILMENT, 4.6353436
3199, CONTRADICTION, 3.742279
3204, NEUTRAL, 3.5514693
3205, ENTAILMENT, 4.9760356
3206, CONTRADICTION, 3.622789
3207, ENTAILMENT, 3.8845162
3209, ENTAILMENT, 4.320826
3210, NEUTRAL, 3.1766
3211, ENTAILMENT, 4.03798
3212, ENTAILMENT, 4.7082405
3215, CONTRADICTION, 3.8665485
3216, ENTAILMENT, 3.8471713
3219, NEUTRAL, 2.9990635
3220, ENTAILMENT, 4.409185
3225, NEUTRAL, 3.2546988
3226, NEUTRAL, 2.3051443
3229, NEUTRAL, 3.0535836
3231, CONTRADICTION, 3.6210675
3233, ENTAILMENT, 3.57171
3234, NEUTRAL, 2.802957
3235, ENTAILMENT, 3.547852
3236, NEUTRAL, 3.0265617
3237, NEUTRAL, 2.6484466
3239, ENTAILMENT, 4.783043
3240, CONTRADICTION, 3.8181443
3241, ENTAILMENT, 4.262964
3244, NEUTRAL, 1.0636376
3245, ENTAILMENT, 4.2649045
3246, CONTRADICTION, 2.8289967
3247, ENTAILMENT, 4.061027
3249, NEUTRAL, 3.5267234
3251, NEUTRAL, 3.1870527
3259, ENTAILMENT, 4.8726497
3263, ENTAILMENT, 4.8921237
3266, ENTAILMENT, 4.062046
3267, CONTRADICTION, 3.3275242
3268, ENTAILMENT, 4.6334434
3269, CONTRADICTION, 3.265459
3270, NEUTRAL, 3.8441558
3276, NEUTRAL, 3.2252088
3279, ENTAILMENT, 3.212944
3282, NEUTRAL, 3.2602348
3284, ENTAILMENT, 3.4216313
3289, NEUTRAL, 3.7319908
3290, NEUTRAL, 1.3355213
3293, NEUTRAL, 0.5776882
3295, ENTAILMENT, 4.7665668
3296, NEUTRAL, 3.2506838
3297, ENTAILMENT, 4.259854
3300, ENTAILMENT, 4.202269
3301, NEUTRAL, 2.6595302
3302, ENTAILMENT, 4.1483445
3305, ENTAILMENT, 4.2614865
3306, ENTAILMENT, 4.3429775
3307, NEUTRAL, 2.7740169
3308, ENTAILMENT, 4.6987476
3309, CONTRADICTION, 3.280315
3310, ENTAILMENT, 3.8026981
3312, ENTAILMENT, 3.4117312
3315, ENTAILMENT, 4.695861
3317, ENTAILMENT, 4.1296363
3318, CONTRADICTION, 3.5376115
3320, NEUTRAL, 4.336505
3323, ENTAILMENT, 4.424398
3326, ENTAILMENT, 4.735793
3328, ENTAILMENT, 4.8530054
3331, NEUTRAL, 2.0045934
3333, NEUTRAL, 0.6138905
3334, NEUTRAL, 1.7717859
3335, ENTAILMENT, 4.3671513
3337, ENTAILMENT, 4.39204
3341, NEUTRAL, 2.2691774
3343, NEUTRAL, 2.9144979
3348, ENTAILMENT, 4.690951
3350, ENTAILMENT, 4.5038433
3352, NEUTRAL, 3.009472
3354, ENTAILMENT, 4.504126
3355, ENTAILMENT, 4.2529497
3360, NEUTRAL, 3.0180016
3365, CONTRADICTION, 3.0424614
3377, CONTRADICTION, 2.6613564
3379, NEUTRAL, 0.5687202
3380, NEUTRAL, 0.7259246
3381, NEUTRAL, 0.7240621
3383, NEUTRAL, 1.0363523
3387, CONTRADICTION, 3.2987685
3388, ENTAILMENT, 3.8958197
3390, ENTAILMENT, 3.3941612
3391, CONTRADICTION, 2.972165
3392, ENTAILMENT, 3.5893207
3393, ENTAILMENT, 4.782644
3394, CONTRADICTION, 3.854269
3399, NEUTRAL, 3.4961805
3401, ENTAILMENT, 3.6428576
3402, ENTAILMENT, 4.041975
3403, ENTAILMENT, 3.5808172
3404, ENTAILMENT, 4.89877
3406, ENTAILMENT, 4.381153
3408, ENTAILMENT, 4.0598946
3409, NEUTRAL, 3.0642366
3410, ENTAILMENT, 4.274004
3415, NEUTRAL, 2.6842875
3417, NEUTRAL, 2.4694557
3419, NEUTRAL, 1.7910951
3421, NEUTRAL, 1.2084776
3423, CONTRADICTION, 3.3662467
3430, NEUTRAL, 2.4772553
3431, NEUTRAL, 1.1447674
3434, CONTRADICTION, 3.6328678
3439, ENTAILMENT, 4.4203043
3441, ENTAILMENT, 4.046565
3442, NEUTRAL, 4.3765435
3445, CONTRADICTION, 3.1624703
3446, NEUTRAL, 4.0892234
3447, NEUTRAL, 3.1843257
3449, ENTAILMENT, 4.2518687
3450, NEUTRAL, 3.934556
3455, ENTAILMENT, 4.453868
3456, CONTRADICTION, 3.3161278
3457, ENTAILMENT, 4.5824523
3458, CONTRADICTION, 2.9083414
3463, NEUTRAL, 3.134376
3464, ENTAILMENT, 3.970728
3466, ENTAILMENT, 4.5499306
3469, ENTAILMENT, 4.3305473
3470, NEUTRAL, 1.2909905
3473, NEUTRAL, 3.0597224
3474, NEUTRAL, 1.66705
3475, NEUTRAL, 0.7733414
3476, NEUTRAL, 1.03626
3477, NEUTRAL, 0.62092555
3478, NEUTRAL, 2.277091
3481, CONTRADICTION, 2.802712
3482, ENTAILMENT, 3.5357418
3483, ENTAILMENT, 4.5253377
3489, ENTAILMENT, 3.845212
3490, NEUTRAL, 2.7460418
3493, ENTAILMENT, 4.666875
3497, NEUTRAL, 3.010992
3498, NEUTRAL, 3.2234087
3499, NEUTRAL, 2.5977216
3502, CONTRADICTION, 3.4530158
3506, ENTAILMENT, 4.8332996
3509, CONTRADICTION, 3.0932875
3513, ENTAILMENT, 4.849146
3515, ENTAILMENT, 4.423155
3519, NEUTRAL, 3.0072584
3520, NEUTRAL, 2.9308977
3521, NEUTRAL, 2.739946
3522, ENTAILMENT, 4.7594757
3523, CONTRADICTION, 3.321485
3524, ENTAILMENT, 4.207628
3525, CONTRADICTION, 3.2766976
3526, NEUTRAL, 2.420343
3527, NEUTRAL, 2.782867
3531, CONTRADICTION, 2.4718251
3532, ENTAILMENT, 4.6321473
3535, ENTAILMENT, 4.238917
3540, NEUTRAL, 3.2500648
3545, NEUTRAL, 1.5122901
3550, NEUTRAL, 1.8920621
3551, NEUTRAL, 2.2830162
3553, ENTAILMENT, 4.504751
3555, ENTAILMENT, 4.0497227
3557, ENTAILMENT, 3.9253063
3558, ENTAILMENT, 3.9445667
3559, NEUTRAL, 2.8439775
3560, ENTAILMENT, 3.8668766
3562, CONTRADICTION, 3.3861318
3563, ENTAILMENT, 4.123665
3564, ENTAILMENT, 4.5587244
3570, NEUTRAL, 3.654399
3573, ENTAILMENT, 4.1053944
3575, ENTAILMENT, 4.892401
3578, CONTRADICTION, 2.7325006
3581, NEUTRAL, 2.1830149
3583, NEUTRAL, 2.4705148
3585, CONTRADICTION, 3.7105627
3587, NEUTRAL, 2.9094863
3588, ENTAILMENT, 4.353026
3590, ENTAILMENT, 4.8556504
3591, CONTRADICTION, 3.5682259
3593, ENTAILMENT, 4.391139
3594, NEUTRAL, 1.8708392
3595, ENTAILMENT, 4.8062577
3596, CONTRADICTION, 3.1698346
3597, ENTAILMENT, 4.3195767
3599, CONTRADICTION, 2.822225
3600, ENTAILMENT, 3.88167
3601, ENTAILMENT, 3.9319386
3604, ENTAILMENT, 4.878244
3605, NEUTRAL, 2.8417363
3606, ENTAILMENT, 4.631479
3608, NEUTRAL, 3.7009292
3609, ENTAILMENT, 2.5530019
3610, NEUTRAL, 2.3090734
3612, ENTAILMENT, 3.0569658
3613, NEUTRAL, 1.9065198
3615, ENTAILMENT, 4.5608745
3616, CONTRADICTION, 2.9139376
3617, ENTAILMENT, 4.4394684
3619, ENTAILMENT, 4.261727
3621, ENTAILMENT, 4.1321383
3622, CONTRADICTION, 2.968008
3628, ENTAILMENT, 3.0964189
3631, NEUTRAL, 3.1175528
3632, ENTAILMENT, 3.9493828
3634, ENTAILMENT, 4.1848383
3636, CONTRADICTION, 3.572205
3637, ENTAILMENT, 4.817156
3641, ENTAILMENT, 4.0344324
3642, NEUTRAL, 3.0268168
3644, ENTAILMENT, 3.4146757
3645, NEUTRAL, 2.5091562
3648, CONTRADICTION, 3.12424
3652, NEUTRAL, 3.048675
3654, NEUTRAL, 2.219263
3655, NEUTRAL, 2.4955668
3656, NEUTRAL, 2.6404276
3659, ENTAILMENT, 4.479332
3660, NEUTRAL, 3.4164615
3662, NEUTRAL, 1.7641681
3663, NEUTRAL, 2.762948
3664, NEUTRAL, 1.1264068
3665, NEUTRAL, 1.4873079
3667, NEUTRAL, 2.7058797
3671, NEUTRAL, 3.0826778
3674, NEUTRAL, 3.2249808
3675, NEUTRAL, 1.1757337
3676, NEUTRAL, 3.0561576
3677, ENTAILMENT, 4.6386447
3678, NEUTRAL, 1.6191229
3679, ENTAILMENT, 4.75309
3681, ENTAILMENT, 4.6018443
3683, NEUTRAL, 3.0417924
3688, ENTAILMENT, 3.6474915
3698, ENTAILMENT, 4.243006
3700, NEUTRAL, 2.988092
3704, CONTRADICTION, 2.0170546
3706, NEUTRAL, 1.8760785
3714, CONTRADICTION, 3.397038
3715, ENTAILMENT, 4.2318287
3716, ENTAILMENT, 4.1908145
3717, CONTRADICTION, 3.0669117
3722, CONTRADICTION, 3.6976848
3723, ENTAILMENT, 4.489099
3724, NEUTRAL, 3.4873953
3726, NEUTRAL, 3.1775217
3729, CONTRADICTION, 3.1520524
3730, ENTAILMENT, 3.6591463
3731, ENTAILMENT, 4.1973786
3732, NEUTRAL, 3.257595
3734, NEUTRAL, 3.0346518
3735, NEUTRAL, 2.8928194
3738, NEUTRAL, 2.9217987
3741, ENTAILMENT, 4.222852
3744, CONTRADICTION, 3.5903287
3745, NEUTRAL, 3.1098194
3749, NEUTRAL, 3.3767314
3754, ENTAILMENT, 4.4468884
3757, CONTRADICTION, 3.280168
3760, CONTRADICTION, 3.0297394
3763, ENTAILMENT, 4.758586
3764, NEUTRAL, 1.957837
3768, ENTAILMENT, 4.5914493
3769, NEUTRAL, 3.2095737
3771, CONTRADICTION, 2.6748261
3772, ENTAILMENT, 4.1063585
3773, CONTRADICTION, 2.7629185
3775, NEUTRAL, 3.1339312
3778, NEUTRAL, 1.5933131
3782, NEUTRAL, 3.1278486
3786, NEUTRAL, 3.3114915
3787, NEUTRAL, 1.6030799
3791, NEUTRAL, 2.9352713
3792, ENTAILMENT, 4.871185
3793, CONTRADICTION, 3.2703505
3794, NEUTRAL, 3.9580102
3796, CONTRADICTION, 3.2124043
3798, ENTAILMENT, 4.531055
3802, CONTRADICTION, 3.138165
3806, ENTAILMENT, 3.7543278
3808, NEUTRAL, 2.566382
3810, NEUTRAL, 1.8753191
3811, NEUTRAL, 2.5310173
3813, CONTRADICTION, 2.8120375
3815, ENTAILMENT, 4.726528
3816, CONTRADICTION, 3.3093052
3817, NEUTRAL, 4.1170764
3818, NEUTRAL, 2.889688
3819, NEUTRAL, 4.4327655
3822, NEUTRAL, 3.9557385
3824, NEUTRAL, 3.1799693
3829, ENTAILMENT, 3.9434586
3830, NEUTRAL, 3.0244699
3832, ENTAILMENT, 4.8186398
3833, CONTRADICTION, 2.7385225
3835, CONTRADICTION, 3.2854452
3837, ENTAILMENT, 4.2444034
3841, CONTRADICTION, 3.4787912
3842, ENTAILMENT, 4.230408
3843, ENTAILMENT, 4.557046
3848, ENTAILMENT, 4.4440813
3849, NEUTRAL, 3.4572911
3850, ENTAILMENT, 4.4388466
3851, NEUTRAL, 2.722571
3854, ENTAILMENT, 4.1834903
3858, ENTAILMENT, 4.232785
3859, NEUTRAL, 2.8029428
3863, NEUTRAL, 2.08632
3865, ENTAILMENT, 4.367705
3867, ENTAILMENT, 4.8775926
3875, NEUTRAL, 3.503593
3876, ENTAILMENT, 4.2865973
3877, NEUTRAL, 2.3354554
3878, ENTAILMENT, 4.870879
3879, CONTRADICTION, 3.2639341
3881, NEUTRAL, 3.177868
3888, NEUTRAL, 2.336101
3889, NEUTRAL, 1.9890467
3890, NEUTRAL, 1.6050025
3891, NEUTRAL, 2.5183735
3894, ENTAILMENT, 4.767568
3896, ENTAILMENT, 4.1505146
3900, NEUTRAL, 2.584684
3902, NEUTRAL, 2.8548746
3906, NEUTRAL, 2.1339822
3907, ENTAILMENT, 4.0201674
3911, ENTAILMENT, 4.111989
3913, CONTRADICTION, 3.6624975
3916, ENTAILMENT, 3.6549602
3918, ENTAILMENT, 3.3911958
3919, NEUTRAL, 2.5894232
3923, ENTAILMENT, 4.562051
3925, NEUTRAL, 2.516232
3926, ENTAILMENT, 3.3701272
3927, NEUTRAL, 1.7423834
3928, NEUTRAL, 1.0486213
3931, NEUTRAL, 1.8675393
3932, NEUTRAL, 1.9727587
3933, NEUTRAL, 1.7008842
3937, NEUTRAL, 3.222165
3944, CONTRADICTION, 3.9126797
3945, ENTAILMENT, 4.229612
3946, CONTRADICTION, 3.7979975
3950, CONTRADICTION, 3.898426
3952, ENTAILMENT, 4.754896
3953, NEUTRAL, 2.913159
3954, ENTAILMENT, 4.444446
3959, NEUTRAL, 2.7601466
3960, ENTAILMENT, 3.2983265
3962, ENTAILMENT, 3.3715582
3963, ENTAILMENT, 4.707035
3964, NEUTRAL, 3.0865474
3965, ENTAILMENT, 4.925262
3966, CONTRADICTION, 3.1613088
3967, NEUTRAL, 2.7974896
3968, NEUTRAL, 2.0689764
3969, NEUTRAL, 2.5742464
3971, NEUTRAL, 2.501884
3974, ENTAILMENT, 4.560443
3975, ENTAILMENT, 4.0361505
3977, NEUTRAL, 3.0132127
3978, NEUTRAL, 3.663763
3979, CONTRADICTION, 2.4841237
3981, ENTAILMENT, 4.9927974
3983, ENTAILMENT, 4.8219056
3988, NEUTRAL, 2.4527974
3991, CONTRADICTION, 3.335229
3997, NEUTRAL, 1.1005892
4000, NEUTRAL, 1.8874756
4003, NEUTRAL, 2.8939247
4005, CONTRADICTION, 2.8541455
4008, NEUTRAL, 3.871543
4009, NEUTRAL, 4.0394187
4010, NEUTRAL, 3.567151
4016, ENTAILMENT, 3.7033691
4018, ENTAILMENT, 3.717812
4019, NEUTRAL, 2.650209
4022, CONTRADICTION, 2.508656
4023, NEUTRAL, 2.5006704
4024, ENTAILMENT, 3.7201982
4025, ENTAILMENT, 4.818385
4026, NEUTRAL, 3.5992546
4027, ENTAILMENT, 4.843581
4029, ENTAILMENT, 4.198516
4030, NEUTRAL, 3.7913647
4032, NEUTRAL, 3.1956863
4035, NEUTRAL, 3.516272
4039, NEUTRAL, 2.9886875
4042, NEUTRAL, 3.5152807
4044, NEUTRAL, 3.5006518
4048, CONTRADICTION, 3.2080169
4051, ENTAILMENT, 4.203938
4052, NEUTRAL, 1.4047457
4053, ENTAILMENT, 4.384027
4055, CONTRADICTION, 2.6225238
4057, CONTRADICTION, 2.7884374
4059, NEUTRAL, 2.2822666
4064, ENTAILMENT, 3.8698263
4070, NEUTRAL, 3.6154408
4073, NEUTRAL, 3.714776
4075, NEUTRAL, 3.716433
4077, CONTRADICTION, 4.033081
4078, NEUTRAL, 2.4556599
4080, CONTRADICTION, 3.114428
4081, ENTAILMENT, 3.3338947
4082, ENTAILMENT, 4.915859
4089, CONTRADICTION, 3.2831006
4091, NEUTRAL, 3.5867677
4092, NEUTRAL, 2.0653772
4093, NEUTRAL, 2.4563117
4095, NEUTRAL, 2.472887
4096, ENTAILMENT, 2.6103435
4097, ENTAILMENT, 3.6056638
4098, ENTAILMENT, 4.1443357
4099, NEUTRAL, 3.1744132
4101, CONTRADICTION, 3.5751739
4103, NEUTRAL, 1.9441732
4104, NEUTRAL, 2.4795175
4106, NEUTRAL, 2.1860895
4107, ENTAILMENT, 4.8749623
4110, CONTRADICTION, 3.3161602
4111, ENTAILMENT, 4.059909
4116, ENTAILMENT, 4.431672
4121, NEUTRAL, 3.805169
4122, NEUTRAL, 3.307035
4124, NEUTRAL, 3.722846
4128, CONTRADICTION, 3.2641988
4129, ENTAILMENT, 3.5241976
4130, NEUTRAL, 3.0730958
4131, NEUTRAL, 3.5856776
4138, ENTAILMENT, 4.2411184
4139, CONTRADICTION, 3.6377096
4143, NEUTRAL, 2.5723114
4144, NEUTRAL, 3.0561075
4150, NEUTRAL, 2.4076133
4151, NEUTRAL, 2.0901685
4153, NEUTRAL, 2.1224551
4158, NEUTRAL, 1.8443397
4159, NEUTRAL, 1.5707349
4160, NEUTRAL, 2.1862311
4161, NEUTRAL, 1.880459
4166, NEUTRAL, 3.573711
4167, NEUTRAL, 3.4898624
4169, NEUTRAL, 3.6497912
4170, NEUTRAL, 3.221982
4171, ENTAILMENT, 3.915359
4172, ENTAILMENT, 4.860242
4175, CONTRADICTION, 2.948326
4177, CONTRADICTION, 2.8180466
4180, ENTAILMENT, 4.1768394
4182, CONTRADICTION, 3.8548932
4184, CONTRADICTION, 3.592813
4186, ENTAILMENT, 3.8500137
4188, NEUTRAL, 1.3565265
4189, NEUTRAL, 3.411953
4190, NEUTRAL, 2.163084
4192, ENTAILMENT, 4.3876204
4198, NEUTRAL, 0.97397673
4200, NEUTRAL, 1.0729707
4201, ENTAILMENT, 4.802678
4203, ENTAILMENT, 4.3705616
4204, CONTRADICTION, 3.1195755
4206, CONTRADICTION, 3.6458402
4208, NEUTRAL, 3.198626
4210, ENTAILMENT, 4.850321
4211, CONTRADICTION, 3.439838
4215, NEUTRAL, 2.9979658
4217, NEUTRAL, 1.6212491
4218, NEUTRAL, 3.2945604
4222, NEUTRAL, 3.2113519
4224, NEUTRAL, 0.8587159
4225, NEUTRAL, 3.7566767
4226, NEUTRAL, 2.5296497
4227, NEUTRAL, 3.9114437
4229, NEUTRAL, 3.1460257
4230, ENTAILMENT, 4.299493
4233, NEUTRAL, 0.566265
4234, NEUTRAL, 2.208004
4237, ENTAILMENT, 4.8453207
4240, CONTRADICTION, 3.7724333
4241, NEUTRAL, 1.6822213
4243, NEUTRAL, 1.9938878
4245, NEUTRAL, 1.9270667
4249, CONTRADICTION, 3.6571012
4250, ENTAILMENT, 3.2623744
4255, CONTRADICTION, 2.9257174
4256, ENTAILMENT, 3.2923346
4258, NEUTRAL, 3.3866916
4261, NEUTRAL, 0.9206892
4262, NEUTRAL, 0.13744473
4263, NEUTRAL, 0.41207528
4264, NEUTRAL, 0.07214379
4268, ENTAILMENT, 4.4649115
4270, ENTAILMENT, 4.4575067
4271, CONTRADICTION, 3.351359
4273, CONTRADICTION, 3.3346062
4276, CONTRADICTION, 3.1541061
4278, NEUTRAL, 4.6458335
4281, ENTAILMENT, 4.114346
4285, CONTRADICTION, 3.4624844
4286, ENTAILMENT, 4.6328597
4292, ENTAILMENT, 4.053535
4293, ENTAILMENT, 4.7843084
4294, ENTAILMENT, 3.245183
4296, CONTRADICTION, 3.238205
4297, ENTAILMENT, 4.7737865
4298, CONTRADICTION, 3.006288
4300, ENTAILMENT, 3.5547943
4302, ENTAILMENT, 4.3843503
4303, CONTRADICTION, 3.7178674
4309, NEUTRAL, 0.099464536
4310, NEUTRAL, 0.06017375
4311, ENTAILMENT, 4.908341
4313, ENTAILMENT, 4.842442
4314, NEUTRAL, 3.1233263
4317, NEUTRAL, 2.5594492
4319, NEUTRAL, 2.7095275
4324, CONTRADICTION, 2.9859743
4326, NEUTRAL, 3.0724225
4327, CONTRADICTION, 3.4024262
4331, NEUTRAL, 1.7607783
4332, ENTAILMENT, 4.4785976
4333, NEUTRAL, 3.485694
4334, NEUTRAL, 3.1616282
4337, NEUTRAL, 1.0635966
4343, CONTRADICTION, 3.260098
4345, CONTRADICTION, 3.3341718
4352, CONTRADICTION, 3.5434537
4353, ENTAILMENT, 4.2678604
4355, NEUTRAL, 0.25363576
4356, NEUTRAL, 0.1367253
4358, NEUTRAL, 0.053071976
4362, NEUTRAL, 3.1369958
4366, NEUTRAL, 3.176495
4367, NEUTRAL, 2.3030124
4368, NEUTRAL, 3.4120336
4372, CONTRADICTION, 2.5943303
4373, ENTAILMENT, 4.8953505
4374, CONTRADICTION, 3.5432653
4375, NEUTRAL, 1.846824
4380, ENTAILMENT, 4.9483576
4383, CONTRADICTION, 3.4958448
4384, ENTAILMENT, 4.8639083
4389, ENTAILMENT, 4.8371587
4391, NEUTRAL, 3.4207635
4397, ENTAILMENT, 4.275067
4399, CONTRADICTION, 2.9347048
4400, ENTAILMENT, 4.90338
4402, ENTAILMENT, 4.882093
4403, CONTRADICTION, 3.077979
4404, ENTAILMENT, 4.91299
4405, CONTRADICTION, 3.0774755
4406, ENTAILMENT, 4.8903384
4409, ENTAILMENT, 4.387421
4413, NEUTRAL, 3.6446214
4415, NEUTRAL, 3.5732021
4416, ENTAILMENT, 4.8358073
4419, NEUTRAL, 2.9388971
4420, NEUTRAL, 0.32244956
4421, NEUTRAL, 0.51109564
4422, NEUTRAL, 0.11787009
4423, NEUTRAL, 0.19454813
4424, NEUTRAL, 0.39128458
4425, ENTAILMENT, 4.4265127
4427, ENTAILMENT, 4.25525
4428, CONTRADICTION, 3.3491297
4430, NEUTRAL, 2.5661998
4433, NEUTRAL, 3.011777
4434, ENTAILMENT, 4.099642
4435, CONTRADICTION, 3.4429617
4436, ENTAILMENT, 4.7934737
4437, CONTRADICTION, 3.4430804
4438, NEUTRAL, 0.060947657
4441, NEUTRAL, 0.050505757
4444, CONTRADICTION, 3.1529536
4448, NEUTRAL, 1.3246549
4449, NEUTRAL, 1.492206
4450, NEUTRAL, 0.9364773
4451, NEUTRAL, 1.2772511
4452, ENTAILMENT, 4.1618695
4453, CONTRADICTION, 2.7208395
4455, CONTRADICTION, 3.2886643
4456, NEUTRAL, 3.636075
4459, NEUTRAL, 3.4713964
4460, NEUTRAL, 4.6446714
4461, ENTAILMENT, 4.631368
4462, CONTRADICTION, 2.9470534
4463, ENTAILMENT, 3.9927483
4465, NEUTRAL, 3.3655505
4466, NEUTRAL, 1.4920081
4467, NEUTRAL, 2.5652537
4470, ENTAILMENT, 4.088207
4474, NEUTRAL, 0.92424214
4475, NEUTRAL, 0.10886598
4476, NEUTRAL, 0.904302
4478, NEUTRAL, 1.0101191
4479, ENTAILMENT, 4.261212
4480, CONTRADICTION, 2.8250136
4482, CONTRADICTION, 3.3690805
4483, NEUTRAL, 0.037718892
4484, NEUTRAL, 0.051018834
4485, NEUTRAL, 0.082288146
4488, ENTAILMENT, 4.2807426
4489, CONTRADICTION, 3.6430974
4491, NEUTRAL, 2.828103
4493, NEUTRAL, 2.4138055
4494, ENTAILMENT, 3.921009
4495, CONTRADICTION, 3.2045355
4496, NEUTRAL, 3.6426358
4499, ENTAILMENT, 3.670765
4500, CONTRADICTION, 2.7392688
4502, ENTAILMENT, 3.2705317
4504, NEUTRAL, 3.0626755
4506, NEUTRAL, 2.5539985
4508, ENTAILMENT, 3.1725368
4510, ENTAILMENT, 4.6654606
4512, NEUTRAL, 0.5822314
4518, CONTRADICTION, 2.6215878
4521, NEUTRAL, 1.9295486
4527, CONTRADICTION, 3.441701
4528, ENTAILMENT, 4.353902
4530, NEUTRAL, 1.9161791
4531, NEUTRAL, 1.8894545
4532, NEUTRAL, 2.0032763
4533, NEUTRAL, 0.9872068
4535, ENTAILMENT, 4.2351604
4536, CONTRADICTION, 2.9913836
4537, ENTAILMENT, 4.7633557
4538, CONTRADICTION, 3.2804742
4539, ENTAILMENT, 4.098092
4542, CONTRADICTION, 3.3625875
4543, NEUTRAL, 3.2961001
4547, CONTRADICTION, 3.1286483
4548, NEUTRAL, 3.6411724
4550, NEUTRAL, 3.842101
4552, NEUTRAL, 3.7786436
4554, ENTAILMENT, 3.523067
4555, ENTAILMENT, 4.904069
4557, NEUTRAL, 3.1441708
4560, NEUTRAL, 3.0869246
4561, NEUTRAL, 3.2592807
4563, CONTRADICTION, 3.339099
4566, ENTAILMENT, 4.155627
4568, ENTAILMENT, 4.5141745
4571, ENTAILMENT, 4.3213267
4572, CONTRADICTION, 3.0850406
4575, NEUTRAL, 0.80876994
4576, NEUTRAL, 1.4078223
4577, NEUTRAL, 1.7719458
4578, NEUTRAL, 0.6773484
4582, ENTAILMENT, 4.488921
4584, ENTAILMENT, 4.7199492
4586, ENTAILMENT, 4.828432
4587, CONTRADICTION, 2.557899
4589, ENTAILMENT, 3.6438584
4591, ENTAILMENT, 4.8009095
4592, CONTRADICTION, 3.8178167
4593, NEUTRAL, 0.056355
4594, NEUTRAL, 0.061823964
4598, ENTAILMENT, 4.869863
4599, CONTRADICTION, 2.8493743
4600, ENTAILMENT, 4.4535737
4602, ENTAILMENT, 4.174317
4603, CONTRADICTION, 2.8440638
4604, ENTAILMENT, 4.238218
4607, ENTAILMENT, 4.787404
4608, CONTRADICTION, 3.6367774
4609, ENTAILMENT, 4.3131304
4613, ENTAILMENT, 4.8246107
4618, ENTAILMENT, 4.0615
4620, ENTAILMENT, 4.022996
4621, CONTRADICTION, 3.0250669
4622, ENTAILMENT, 4.286858
4623, CONTRADICTION, 3.0818257
4624, ENTAILMENT, 4.4086924
4625, ENTAILMENT, 4.8239317
4627, NEUTRAL, 3.460188
4628, CONTRADICTION, 2.81284
4629, NEUTRAL, 0.15242672
4631, NEUTRAL, 0.043430686
4639, NEUTRAL, 2.3583097
4640, NEUTRAL, 2.6719918
4641, NEUTRAL, 3.0428705
4642, NEUTRAL, 3.0935845
4645, ENTAILMENT, 4.2325087
4647, ENTAILMENT, 4.2928386
4649, ENTAILMENT, 4.2570686
4654, ENTAILMENT, 4.557955
4655, CONTRADICTION, 3.2977328
4657, NEUTRAL, 0.08314562
4658, NEUTRAL, 0.58645296
4667, NEUTRAL, 2.1555395
4670, ENTAILMENT, 4.364321
4672, ENTAILMENT, 3.4132538
4675, ENTAILMENT, 3.948388
4676, CONTRADICTION, 3.3404431
4677, NEUTRAL, 3.4196882
4678, NEUTRAL, 3.4127316
4682, CONTRADICTION, 3.7228818
4684, CONTRADICTION, 3.1549444
4690, ENTAILMENT, 4.773135
4691, ENTAILMENT, 3.7564626
4692, ENTAILMENT, 4.505735
4693, NEUTRAL, 3.1303468
4694, NEUTRAL, 2.2625923
4695, NEUTRAL, 1.9271358
4698, NEUTRAL, 2.111812
4703, NEUTRAL, 3.4106545
4704, NEUTRAL, 2.3758101
4705, NEUTRAL, 3.5462866
4706, NEUTRAL, 2.9690833
4708, ENTAILMENT, 4.593838
